"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"825","'17","'Section header 31","'NAVAL INFANTRY:","'287","'29.61425781","04597229108460028/layout.csv"
"826","'17","'Text 210","'1 div HQ, 3 inf, 1 tk and I arty regt: COAST DEFENCE: 1 MRD.","'288","'31.66503906","04597229108460028/layout.csv"
"827","'17","'Text 211","'MONGOLIA: 3,000 (withdrawal complete by end 1992). POLAND: naval base, Swinoujscie; 4 patrol and coastal combatants. VIETNAM: (2,800); naval base (as above); 1 Tu-142, 8 Tu-16 MR ac; AA, SAM, electronic monitoring station. OTHER: Afghanistan, some advisers; Algeria 700; Angola 1,000; Congo 75; Cuba some 6,000 (1 bde (2,800), advisers (E 1,100) plus some 2,100 SIGINT and other technicians); India 500; Kampuchea 500; Laos 500; Libya 1,500; Mali 75; Mozambique 75; Nicaragua 100; Peru 50; Syria 1,800; Yemen 1,000; Africa (remainder) 600.","'289","'47.07031250","04597229108460028/layout.csv"
"828","'17","'Text 212","'FORCES ABROAD:","'290","'35.40039063","04597229108460028/layout.csv"
"829","'17","'Text 213","'PARAMILITARY: 580,000. KGB (Komitet Gosudarstvennoy Bezopasnosti): 230,000 (70-75% conscripts: E 167,000): 10 district HQ; border tps (incl Maritime Border Guards, 23,000), Kremlin Guard; Special Guard. 30 T-80 MBT 2,200 ACV (incl BMP, BTR). 90 Arty (incl 2SI, 2S9, 2S12). PATROL AND COASTAL COMBATANTS: About 221: OFFSHORE PATROL: 26: 6 Krivak-III with 1 X Ka-27 hel, 1 X 100mm gun. 12 Grisha-II, 8 T-58. COASTAL PATROL: 40: 24 Pauk, 4 Svetlyak, 12 T-43. INSHORE PATROL: About 155: 110 Stenka, 15 Muravey, 30 Zhuk, some SO-1. RIVERINE MONITORS: About 135: 21 Yaz, 10 Piyavka, 8 Vosh, 96(. SUPPORT AND MISCELLANEOUS: About 10: 8 icebreakers, some tugs.","'291","'32.54394531","04597229108460028/layout.csv"
"830","'17","'Text 214","'UN AND PEACE-KEEPING:","'292","'31.32324219","04597229108460028/layout.csv"
"831","'17","'Text 215","'IRAQ/KUWAIT (UNIKOM): 20 Observers. MIDDLE EAST (UNTSO): Observers.","'293","'36.93847656","04597229108460028/layout.csv"
"832","'17","'Section header 32","'EQUIPMENT:","'294","'29.15039063","04597229108460028/layout.csv"
"833","'17","'Text 216","'MVD (Ministerstvo Vnutrennikh Del): 350,000: internal security tps; 1 div, op regt (30,000); special police regt (40,000); guards and escorts (some 140,000) Equipment incl 1,200 APC, 20 D-30. 1 AB div resubordinated from army. By law part of armed forces of USSR and operationally capable of rear area security tasks.","'295","'47.16796875","04597229108460028/layout.csv"
"834","'1","'Header 1","'This article was downloaded by: [New York University] On: 15 February 2015, At: 18:40 Publisher: Routledge Informa Ltd Registered in England and Wales Registered Number: 1072954 Registered office: Mortimer House, 37-41 Mortimer Street, London W1T 3JH, UK","'0","'78.71093750","04597229108460029/layout.csv"
"835","'1","'Figure 1",NA,"'1","'61.13281250","04597229108460029/layout.csv"
"836","'1","'Title 1","'The Military Balance","'2","'44.55566406","04597229108460029/layout.csv"
"837","'1","'Text 1","'Publication details, including instructions for authors and subscription information: http://www.tandfonline.com/loi/tmib20","'3","'86.08398438","04597229108460029/layout.csv"
"838","'1","'Section header 1","'NATO","'4","'50.78125000","04597229108460029/layout.csv"
"839","'1","'Text 2","'Published online: 22 Jan 2009.","'5","'85.69335938","04597229108460029/layout.csv"
"840","'1","'Text 3","'To cite this article: (1991) NATO, The Military Balance, 91:1, 46-79, DOI: 10.1080/04597229108460029 To link to this article: http://dx.doi.org/10.1080/04597229108460029","'6","'95.45898438","04597229108460029/layout.csv"
"841","'1","'Section header 2","'PLEASE SCROLL DOWN FOR ARTICLE","'7","'82.08007813","04597229108460029/layout.csv"
"842","'1","'Text 4","'Taylor & Francis makes every effort to ensure the accuracy of all the information (the ""Content"") contained in the publications on our platform. However, Taylor & Francis, our agents, and our licensors make no representations or warranties whatsoever as to the accuracy, completeness, or suitability for any purpose of the Content. Any opinions and views expressed in this publication are the opinions and views of the authors, and are not the views of or endorsed by Taylor & Francis. The accuracy of the Content should not be relied upon and should be independently verified with primary sources of information. Taylor and Francis shall not be liable for any losses, actions, claims, proceedings, demands, costs, expenses, damages, and other liabilities whatsoever or howsoever caused arising directly or indirectly in connection with, in relation to or arising out of the use of the Content.","'8","'97.21679688","04597229108460029/layout.csv"
"843","'1","'Text 5","'This article may be used for research, teaching, and private study purposes. Any substantial or systematic reproduction, redistribution, reselling, loan, sub-licensing, systematic supply, or distribution in any form to anyone is expressly forbidden. Terms & Conditions of access and use can be found at http:// www.tandfonline.com/page/terms-and-conditions","'9","'91.74804688","04597229108460029/layout.csv"
"844","'2","'Page number 1","'46","'10","'73.87695313","04597229108460029/layout.csv"
"845","'2","'Title 2","'NATO","'11","'65.38085938","04597229108460029/layout.csv"
"846","'2","'Text 6","'It has been a significant 12 months for NATO: the signing of the Conventional Armed Forces in Europe Treaty (CFE); the unification of Germany within the Atlantic Alliance; the reduction of the Soviet threat brought about by the collapse of the Warsaw Pact and the agree- ments to withdraw all Soviet armed forces from eastern Europe. As a result of these changes NATO has embarked on a review of its strategy, operational plans and deployment. NATO first signalled its intentions with the London Declaration of 6 July 1990 which stated that 'NATO will prepare a new Allied military strategy moving away from ""forward defence"" where appropriate, towards a reduced forward presence and modifying ""flexible response"" to reflect a reduced reliance on nuclear weapons' and 'a new NATO strategy making nuclear forces truly weapons of last resort'.","'12","'98.73046875","04597229108460029/layout.csv"
"847","'2","'Text 7","'The initial euphoria induced by the end of the Cold War, however, has not yet resulted in a military. reorganization in Western Europe. A number of new factors have complicated the scene: virtually all NATO members have embarked on reviews of their armed forces and their contribution to NATO; most are set on making significant force reductions, and treasuries are seeking an elusive, so-called 'peace dividend'. SHAPE has been developing its plans for a restructured NATO force but these have been stymied to some extent by the emerging contro- versy over the shape of European security and whether the EC should develop common foreign and defence policies, in addition to economic and political union. SHAPE is waiting to be informed about the final structure of national forces and member nations are waiting to know what NATO's plans are and what is expected of them. All this has been further compli- cated by the Gulf War and the re-emergence of possible 'out of area' (OOA) roles for multinational standby forces. If not deployed under NATO command, these forces could be 'double hatted' and earmarked for European-sponsored operations (possibly under WEU control) as well as for NATO or national roles.","'13","'97.46093750","04597229108460029/layout.csv"
"848","'2","'Text 8","'In any event, the ratification of the CFE Treaty has been delayed because of apparent Soviet dissemblance (detailed on p. 30), and no progress has yet been made in tackling the outstanding CFE matters of limits on military manpower and aerial inspection. Work has not yet started on drafting a mandate for an arms-control treaty covering short-range nuclear weapons.","'14","'72.41210938","04597229108460029/layout.csv"
"849","'2","'Text 9","'At the NATO Defence Planning Committee meeting on 28 and 29 May 1991 a general outline and some details of how NATO's Central Region would be structured were given, pending the outcome of NATO's strategy review planned for November 1991. There would be four types of forces: immediate reaction; rapid reaction; main defences; and augmentation. The immediate reaction force would be modelled on the ACE Mobile Force and would con- tain as many national contingents as possible so as to increase its political profile; in peace- time, units in the ACE Mobile Force are already committed to SACEUR and so theoretically can be deployed without lengthy political discussion. The rapid reaction force would be a multinational corps based on those elements of the 1st British Corps which will remain in Germany. It may comprise four divisions: a British armoured division of three brigades based in Germany; a British division based in the UK which would include the airborne brigade, two mechanized brigades and, when necessary, the commando brigade; a multinational air mobile division with brigades found by the UK, Germany and the Netherlands with a Belgian element; and a Southern Flank division, whose detailed composition has not yet been announced, probably commanded by an Italian. The Corps would be commanded by a British General. It would be available for operations throughout NATO and it is possible that some form of 'double hatting' may be introduced to allow the corps, or at any rate major elements of it, to be prepared for OOA operations not under NATO command. All units in the Corps would be active though there will still be conscripts in most units other than the British. The main defence forces will be both active and reserve. In the NATO Central Region there will be five corps: two German, one US and two multinational but based around Belgian and Dutch forces. There will be two further Corps: a joint Danish-German Corps for the defence of the","'15","'94.67773438","04597229108460029/layout.csv"
"850","'3","'Header 2","'NATO","'16","'92.48046875","04597229108460029/layout.csv"
"851","'3","'Page number 2","'47","'17","'95.16601563","04597229108460029/layout.csv"
"852","'3","'Text 10","'Baltic Approaches (Denmark and Schleswig Holstein), and one German Corps in eastern Germany which will have no armoured divisions but will comprise purely Home Defence Brigades and Regiments and which will not be declared to NATO until 1994. Augmentation forces would, as now, come from the US. At present no details are available regarding the restructuring of ground forces outside the Central Region, nor of naval and air forces, nor is it known whether the command organization will be changed.","'18","'98.48632813","04597229108460029/layout.csv"
"853","'3","'Text 11","'Most NATO countries have announced substantial reductions to their armed forces, and there will be withdrawals of forces from Germany by all countries which have troops based there. The largest reductions will be made by Germany (which must reduce its combined ground and air force manpower to 370,000 as agreed under the terms of the 'Two Plus Four' agreement on German unification), and by the UK and France.","'19","'96.63085938","04597229108460029/layout.csv"
"854","'3","'Text 12","'The next 12 months will be a busy time for NATO as national forces are restructured and multinational plans developed, approved and tested. Should CFE be ratified, there will also be a measure of equipment elimination for NATO but not on the same scale as for the Soviet Union and the former members of the Warsaw Pact (see pp. 229-34 for details). The policy of 'cascading', or 'harmonization' as it has come to be called, will be put into practice. This involves the transfer of more modern surplus equipments to countries armed with less modern versions, and the destruction of their original holdings of older weapons to keep within CFE limits. Finally, there will be verification measures, predominantly inspections both to be mounted and to be received. Most NATO countries have established verification units which provide both inspectors and the infrastructure for managing inspection on their territory.","'20","'97.85156250","04597229108460029/layout.csv"
"855","'3","'Section header 3","'Support for the Gulf War","'21","'92.67578125","04597229108460029/layout.csv"
"856","'3","'Text 13","'Apart from the US, only two NATO members supplied both ground and air forces to the coalition facing Iraq: the UK and France (Italy and Canada committed air forces only). France was severely restricted in the size of force that it could deploy by the political decision not to send conscripts to the Middle East. Although the UK has all volunteer forces it also faced manpower problems as many units were understrength and others (particularly artil- lery) rely heavily on reservists to expand from peace to war establishment. Reservists would normally provide all the manpower needed to form battle casualty replacement units, and the Territorial Army (TA) provides the bulk of the medical and transport units which reinforce the British Army of the Rhine (BAOR) in wartime. Only medical reservists were recalled for service in the Gulf, some TA and reserves volunteered for a special engagement, and the Reg- ular Army provided the remainder of the shortfall. The British armoured division which deployed to the Gulf with only two brigades plus logistic support took nearly half the man- power of BAOR (an eight brigade sized force). If NATO or a European defence organization is to form a rapid reaction force with OOA roles it must address these two manning problems: volunteer versus conscript forces; and reliance on reserve forces.","'22","'97.46093750","04597229108460029/layout.csv"
"857","'3","'Text 14","'Most NATO countries deployed naval units east of Suez to take part in operations to enforce UN sanctions. A measure of co-ordination and co-operation amongst the European navies was instituted by the Western European Union (WEU). While all the navies played a role in enforc- ing the sanctions, only US and UK naval ships later took part in Operations Desert Storm and Desert Sabre. Other non-belligerent naval support was provided. Germany sent a force of mine countermeasure ships to the eastern Mediterranean (these then moved to the Gulf to take part in post-war mineclearing operations), and later sent an exercise group into the Mediterranean to allow other NATO units to move through the Suez Canal without reducing NATO's naval presence. Portugal played a role by contributing sealift. Both NATO's Standing Force Atlantic and Standing Force Channel were deployed on training to the Mediterranean. In January, the UK aircraft carrier Ark Royal also deployed to the Mediterranean.","'23","'97.07031250","04597229108460029/layout.csv"
"858","'3","'Text 15","'NATO deployed a number of its AWACS aircraft to Turkey and, after a request by the Turkish government, the air component of NATO's ACE Mobile Force was also deployed. This was entirely a political gesture as the aircraft involved (Belgian Mirage 5, German Alpha Jets and Italian F-104) were all close air support aircraft and were based at airfields out of range of the Turkish-Iraqi border. German air defence units with Roland and Hawk SAM","'24","'96.38671875","04597229108460029/layout.csv"
"859","'4","'Page number 3","'48","'25","'93.75000000","04597229108460029/layout.csv"
"860","'4","'Header 3","'NATO","'26","'75.19531250","04597229108460029/layout.csv"
"861","'4","'Text 16","'were also deployed to Turkey, and the Netherlands provided two batteries of Patriot and one of Hawk SAM.","'27","'98.29101563","04597229108460029/layout.csv"
"862","'4","'Text 17","'Troops from a number of NATO countries were deployed to northern Iraq following the crushing of the Kurdish and Shi'a insurrections in Iraq and the subsequent exodus of Kurds into the mountains in northern Iraq and over the borders into Turkey and Iran. The main group was based in Turkey and set up camps in 'safe havens' in north Iraq. Contingents were sent by the US, the UK, Canada, France, Germany, Italy, Luxembourg, the Netherlands and Spain (the first occasion this century that Spanish troops have served outside Spanish terri- tory or colonies). German troops and helicopters also provided support in Iran. Plans are being developed to retain an allied force in south-east Turkey as a deterrent against renewed Iraqi persecution of the Kurds.","'28","'99.07226563","04597229108460029/layout.csv"
"863","'4","'Section header 4","'Nuclear Forces","'29","'93.70117188","04597229108460029/layout.csv"
"864","'4","'Text 18","'France's SSBN force has been reduced by one: Le Redoutable was taken out of service in Feb- ruary 1991 and decommissioning will be completed in October 1991. Four SSBN remain operational, one (Le Foudroyant) remains in long refit (completion due in early 1993) and Le Triomphant is still under construction and scheduled to be operational in 1994. France is in the process of reviewing the future of its nuclear triad, with a strong chance that only one delivery system (an IRBM or an air-launched stand-off missile) will be deployed alongside five rather than six SSBN. However, it has been decided that the S-3 SSM replacement will not be the mobile S-45 IRBM. The SSM component of France's 'prestrategic' nuclear forces is to be modernized, with a first Hadès regiment replacing Pluton in the spring of 1992. A second regiment is planned, but it is doubtful whether a third will be deployed. Pluton, currently deployed in five regiments, will be gradually phased out. France has indicated its decision to sign the Nuclear Non-Proliferation Treaty. The UK's Vanguard-class SSBN construction con- tinues on schedule with the third submarine being laid down in early 1991. There are fre- quent press reports of faults affecting the UK Polaris force which may comprise only one fully serviceable SSBN. A decision to replace free-fall nuclear bombs with a stand-off weapon has been delayed and must now be complicated by the uncertainty over the make-up of French nuclear forces. Following the withdrawal by the US of its nuclear warheads, Germany has destroyed all its 72 Pershing 1A SSM; it inherited some 20 SS-23 missiles from the NVA which are to be destroyed. There has been no progress towards instituting SNF treaty nego- tiations, but it is generally accepted that there is no longer a role for ground-launched nuclear weapons and that both SSM and artillery warheads should be withdrawn.","'30","'97.41210938","04597229108460029/layout.csv"
"865","'4","'Section header 5","'Conventional Forces","'31","'91.65039063","04597229108460029/layout.csv"
"866","'4","'Text 19","'Belgium has announced plans to withdraw the majority of its forces from Germany, leaving only one brigade by 1995. Manpower is to be cut by 20% and conscription reduced to eight months in 1993. A number of Army units will be disbanded, up to one third of the Air Force's combat aircraft will be mothballed and the Navy will retire a total of 14 minesweepers (seven were decommissioned last year with only two replacements entering service) and further reduce operational readiness. During the year 12 more F-16s were delivered and placed 'in store'.","'32","'96.24023438","04597229108460029/layout.csv"
"867","'4","'Text 20","'Canadian armed forces also face cuts due to the reduction in defence spending; the future of Canadian forces in Germany must be in question (1,400 men are already to be withdrawn in 1992). The Vice-Chief of Defence Staff has resigned in protest at future naval plans which he believes will reduce 'blue water' capability to an unacceptable level. The submarine replace- ment programme remains in limbo, and while the first Halifax-class frigate entered service early in 1991, the programme which is to provide 12 ships is much delayed.","'33","'95.50781250","04597229108460029/layout.csv"
"868","'4","'Text 21","'Denmark has increased its tank strength by 110 Leopard 1A3/4 and has acquired 12 Fennec AS-550 helicopters. The Navy has commissioned the first of four Thetis-class PCO, with a sec- ond due before the end of 1991, and two more Flyvefisken-class PFC with a further two due before the end of the year. Six Soloven torpedo craft have been retired.","'34","'94.67773438","04597229108460029/layout.csv"
"869","'5","'Header 4","'NATO","'35","'85.54687500","04597229108460029/layout.csv"
"870","'5","'Page number 4","'49","'36","'91.65039063","04597229108460029/layout.csv"
"871","'5","'Text 22","'The French Army is in the process of a major reorganization with troop strength to be drawn down to 250,000 men. One army corps has been disbanded and its units resubordinated. One tank division is to be disbanded during 1991. The system for Territorial Defence has been radically altered, having now only three instead of six regions; the number of territorial defence units remains the same: seven brigades and 22 regiments. The Army has taken delivery of some 70 AMX-10RC recce vehicles, nine more MLRS, six more AS-332M and seven more SA-342M (HOT armed) helicopters. The Navy commissions a fifth Rubis- class SSN later this year and will have retired two Daphné-class submarines. Also retired are the cruiser Colbert and destroyer Du Chayla. The Air Force inventory totals are higher than The Military Balance has previously listed: 207 Mirage F-1 (as opposed to 166), 113 Mirage III (86), 156 Jaguar (111), 159 Alpha Jet (107). The length of compulsory military service is to be reduced from 12 to ten months in October 1991.","'37","'99.12109375","04597229108460029/layout.csv"
"872","'5","'Text 23","'German armed forces face major problems as they: absorb former NVA units into the Bundeswehr (being drastically reduced from six active and five mobilization divisions to six Home Defence brigades in the eastern part of Germany); reallocate weapons and equipment to standardize unit holdings predominantly with western equipments, and begin the process of eliminating large numbers of CFE TLE and dispose of large quantities of material not cov- ered by the Treaty and ammunition for which there is no further use in the Bundeswehr. Ger- many is committed by the 'Two Plus Four' treaty to reducing in the next three to four years the strength of the armed forces to 370,000, of whom no more than 345,000 can be in the Army and Air Force. It is planned to allocate the 370,000 posts as follows: 260,000 to the Army, 83,000 Air Force and 26,200 Navy. Large numbers of former NVA soldiers, including about 40,000 officers and senior NCOs, have already been retired. 17,000 officers and NCOs have been retained at present only on a two-year contract. West German officers were sur- prised on three counts when they took over command of the former NVA: the appalling liv- ing conditions of both officers and men; the very high state of readiness maintained by all units and, in contradiction to the first point, the high standard of maintenance of equipment; and the much larger than estimated stocks of ammunition. Bundeswehr officers now hold all command appointments in the Eastern Command. With the exception of BMP fighting vehicles and MiG-29 aircraft, all former NVA equipment is to be disposed of, The Military Balance therefore lists them as 'in store'. The Army has brought 27 more MLRS and 20 more Roland SP SAM into service during the last year. The Navy has taken delivery of four more Hameln MCM vessels and the Air Force has much improved its air-defence capability, having added 34 more Roland and 48 Patriot SAM launchers to its inventory.","'38","'97.85156250","04597229108460029/layout.csv"
"873","'5","'Text 24","'Fresh information has allowed a revision of Greek Army formations, the main change is that the parachute/commando units no longer form a division. Equipment holdings remain almost the same, and the Navy has retired one destroyer and one LSM.","'39","'86.13281250","04597229108460029/layout.csv"
"874","'5","'Text 25","'There have been several organizational changes in the Italian Army. The Field Army has been reduced in size while Territorial Defence has been increased and the number of mobilizable brigades has been reduced. All motor brigades are now classified as mechanized. Tank holdings have dropped to 1,220 as the 300 M-47 held in store are now shown under US totals for CFE. The Air Force has formed a second AMX close air support squadron and air- craft holdings have increased from 15 to 52. The last three Minerva-class frigates have now been commissioned. The first two aircraft for the carrier Garibaldi, both training versions, have been delivered.","'40","'95.84960938","04597229108460029/layout.csv"
"875","'5","'Text 26","'The Netherlands forces have announced large-scale reductions: manpower is to be cut by 15% over the next five years and by 30% by the year 2000; conscription was reduced to 12 months in October 1990. The Army will move onto a new structure over the next few years. The number of divisions is being reduced by one, and the two remaining will have only two brigades each, each with two armoured and two mechanized infantry battalions (as opposed to three brigades of three battalions). The independent brigade remaining in Germany will contain one tank, one armoured infantry and two armoured reconnaissance battalions. Approval has been given to form an air-mobile brigade as part of the multinational air-mobile division; it will have 40 PAH-1 attack helicopters and 25 transport helicopters, all of which","'41","'96.53320313","04597229108460029/layout.csv"
"876","'6","'Page number 5","'50","'42","'97.46093750","04597229108460029/layout.csv"
"877","'6","'Header 5","'NATO","'43","'83.00781250","04597229108460029/layout.csv"
"878","'6","'Text 27","'still have to be procured. It is planned to disband all five nuclear-capable artillery battalions by 1995. The Navy will commission a second Zeeleeuw-class submarine in the second half of 1991 and will retire one Dolfijn-class. The Karel Doorman, the first of a new class of eight frig- ates which is armed with Harpoon and carries a helicopter, has been commissioned. Dutch Marines are in the process of reorganizing into an operational group of three battalions, plus a logistics and a support battalion. The Air Force has seven more F-16 FGA and has formed a fourth squadron. All NF-5 aircraft have been disposed of, mainly by transfer to Greece and Turkey.","'44","'98.82812500","04597229108460029/layout.csv"
"879","'6","'Text 28","'In the Norwegian armed forces CFE-declared tank holdings are higher at 211 because the NM-116 is classed as a battle tank. Holdings of NM-142 (M-113 mounting TOW) are now known to be about 100. The Navy has commissioned a third Ula-class submarine, placed the two Sleipner corvettes into reserve and has retired three Storm-class PFM. The Air Force has retired its Nike Hercules SAM and plans to form ten batteries of RB-70.","'45","'97.65625000","04597229108460029/layout.csv"
"880","'6","'Text 29","'The Portuguese Navy has commissioned two Vasco Da Gama (MEKO 200) frigates which are armed with Harpoon and Sea Sparrow. No helicopters have yet been acquired for these ships, which reduces their effectiveness. Conscript service has been reduced from 18-20 months to 15-18 months.","'46","'97.26562500","04597229108460029/layout.csv"
"881","'6","'Text 30","'The Spanish Air Force has been reorganized on a regional basis from its previous func- tional commands. There are four commands: Central, Eastern, Gibraltar Strait and Canary Islands. Army manpower has been reduced by some 19,000; the number of conscripts is reduced by over 43,000, but career and extended service numbers are up by 24,000. Aircraft holdings have risen by six EF-18 fighters. The Navy has commissioned two new Serviola off- shore patrol vessels.","'47","'97.26562500","04597229108460029/layout.csv"
"882","'6","'Text 31","'Turkish armed forces strength has dropped from 647,000 to 578,000 mainly from the Army. The Army has taken delivery of a further 70 Leopard MBT. The Air Force has now received all 60 NF-5 FGA from the Netherlands; and the first four of 40 F-4E FGA from the United States.","'48","'96.43554688","04597229108460029/layout.csv"
"883","'6","'Text 32","'The United Kingdom originally announced its Options for Change plan for reducing the size of its armed forces and defence spending in July 1990. It was then set aside until after the Gulf War. More details have recently been released. Army strength is to be reduced by 44,000, the UK command system reorganized and British troops in Germany reduced to a Corps HQ, an armoured division and some corps troops. An order has been placed for two regiments' worth of Challenger 2 tanks and the full order for MLRS will be completed. Unit cuts will include 17 infantry battalions, eight armoured, and armoured recce regiments and six artillery regiments including that equipped with Lance SSM. There is less information on Naval plans available; replacements for the two LPD assault ships are planned, and an aviation support ship (for marine helicopter lift) will be procured. It has now been confirmed that the new class of nuclear-powered submarine, the SSN-20, will not be ordered, nor will tenders be accepted for the building of seven minehunters as the proposed purchase has been shelved. Tenders for three Type 23 frigates have been invited, but no date for placing firm orders has been set. The Air Force is to close two bases in Germany; of the remaining two, one will contain the four squadron Tornado force, the other two Harrier, and two helicopter squadrons. The sole Tor- nado reconnaissance squadron will be withdrawn to the UK. During the last year the British Army took delivery of 160 Warrior AIFV and equipped a fifth battalion with Warrior. An artillery regiment was equipped with MLRS and took part in Operation Desert Sabre, two more regiments are converting to MLRS and 22 MLRS launchers were delivered. A further 17 Lynx attack helicopters with TOW ATGW were delivered. During the year the Navy retired seven submarines (1 Valiant, 2 Churchill and 4 Oberon).","'49","'97.55859375","04597229108460029/layout.csv"
"884","'6","'Section header 6","'Defence Spending","'50","'72.02148438","04597229108460029/layout.csv"
"885","'6","'Text 33","'Defence spending in 1990 (according to NATO definitions at 1985 prices and exchange rates, using OECD deflators) rose in five countries: France, Germany, Luxembourg, Norway and Turkey. It fell in the rest.","'51","'95.99609375","04597229108460029/layout.csv"
"886","'7","'Header 6","'NATO","'52","'37.67089844","04597229108460029/layout.csv"
"887","'7","'Page number 6","'51","'53","'58.98437500","04597229108460029/layout.csv"
"888","'7","'Text 34","'BELGIUM","'54","'34.74121094","04597229108460029/layout.csv"
"889","'7","'Table 1",NA,"'55","'57.66601563","04597229108460029/layout.csv"
"890","'7","'Text 35","'fr = Belgian francs","'56","'28.34472656","04597229108460029/layout.csv"
"891","'7","'Text 36","'Population: 9,860,800","'57","'32.64160156","04597229108460029/layout.csv"
"892","'7","'Table 2",NA,"'58","'50.00000000","04597229108460029/layout.csv"
"893","'7","'Section header 7","'TOTAL ARMED FORCES:","'59","'41.67480469","04597229108460029/layout.csv"
"894","'7","'Text 37","'ACTIVE: 85,450 (3,050 women, 34,100 conscripts).","'60","'50.97656250","04597229108460029/layout.csv"
"895","'7","'Text 38","'Terms of service: 10 months in Germany or 12 months in Belgium.","'61","'50.39062500","04597229108460029/layout.csv"
"896","'7","'Text 39","'RESERVES: Total Reserve Status: 234,000. With service in past 3 years: 146,400 (Army 147,400; Medical Service 34,400; Navy 11,500; Air Force 40,700).","'62","'66.01562500","04597229108460029/layout.csv"
"897","'7","'Text 40","'ARMY: 62,700 (27,850 conscripts). Both figures incl Medical Service.","'63","'50.87890625","04597229108460029/layout.csv"
"898","'7","'List 1",NA,"'64","'36.20605469","04597229108460029/layout.csv"
"899","'7","'Text 41 - Part of List 1","'1 Corps HQ.","'65","'47.94921875","04597229108460029/layout.csv"
"900","'7","'Text 42 - Part of List 1","'1 armd bde (2 tk, 2 mech inf, 1 SP arty bn, 1 ATK coy).","'66","'50.29296875","04597229108460029/layout.csv"
"901","'7","'Text 43 - Part of List 1","'3 mech inf bde (each 1 tk, 2 mech inf, 1 SP arty bn, 1 ATK coy).","'67","'51.56250000","04597229108460029/layout.csv"
"902","'7","'Text 44 - Part of List 1","'1 para-cdo regt (3 para-cdo bn, armd recce sqn, ATK coy, arty bty).","'68","'50.00000000","04597229108460029/layout.csv"
"903","'7","'Text 45 - Part of List 1","'Recce Comd (2 recce, 1 tk bn).","'69","'42.52929688","04597229108460029/layout.csv"
"904","'7","'Text 46 - Part of List 1","'1 indep tk bn.","'70","'39.74609375","04597229108460029/layout.csv"
"905","'7","'Text 47 - Part of List 1","'3 SP arty bn.","'71","'41.30859375","04597229108460029/layout.csv"
"906","'7","'Text 48 - Part of List 1","'1 SSM bn: 2 bty, each with 2 Lance.","'72","'43.31054688","04597229108460029/layout.csv"
"907","'7","'Text 49 - Part of List 1","'4 AD bn: 2 HAWK; 2 Gepard AA.","'73","'39.55078125","04597229108460029/layout.csv"
"908","'7","'Text 50 - Part of List 1","'4 engr bn (2 fd, 1 bridge, 1 eqpt).","'74","'38.45214844","04597229108460029/layout.csv"
"909","'7","'Text 51 - Part of List 1","'3 It avn sqn.","'75","'32.86132813","04597229108460029/layout.csv"
"910","'7","'Section header 8","'RESERVES: some on immediate recall status;","'76","'28.46679688","04597229108460029/layout.csv"
"911","'7","'Text 52","'MBT: 334 Leopard 1, 25 M-41. LIGHT TANKS: 133 Scorpion (CFE HACV). RECCE: 153 Scimitar. AIFV: 514 AIFV-B (CFE: 236)a. APC: 1,421 (CFE: 932)a: incl 525 M-113 (CFE: 190), 266 Spartan (CFE: 198), 510 AMX-VCI (CFE: 424), 43 BDX, 77 M-75.","'77","'33.86230469","04597229108460029/layout.csv"
"912","'7","'Text 53","'2 mech inf bde; 2 inf, 1 SP arty bn, cbt spt, log spttp Territorial defence: 11 mot inf regt, 4 inf bn.","'78","'30.44433594","04597229108460029/layout.csv"
"913","'7","'Section header 9","'EQUIPMENT:","'79","'33.03222656","04597229108460029/layout.csv"
"914","'7","'Text 54","'TOTAL ARTY: 376 (60 in store).","'80","'31.95800781","04597229108460029/layout.csv"
"915","'7","'Text 55","'TOWED ARTY: 105mm: 21 M-101.","'81","'30.78613281","04597229108460029/layout.csv"
"916","'7","'Text 56","'SP ARTY: 207: 105mm: 28 M-108; 155mm: 41 M-109A3, 127 M-109A2; 203mm: 11 M-110.","'82","'33.86230469","04597229108460029/layout.csv"
"917","'7","'Text 57","'BASES: Ostend, Zeebrugge, Kallo (to close 31 Dec 1991). FRIGATES: 4 Wielingen with 2 X ASTT (Fr L-5 LWT), 1 X 6 ASW mor; plus 4 X MM-38 Exocet SSM, I X 100mm gun. MINE WARFARE: 22 MCMV: 6 Van Haverbeke (US Aggressive MSO). 10 Aster (tripartite) MHC. 2 Stavelot (US Adjutant) MSC. 4 Herstal MSI. 2 log spt/comd, 1 research/survey vessels. HELICOPTERS: 3 SA-318.","'83","'34.42382813","04597229108460029/layout.csv"
"918","'7","'Text 58","'MORTARS: 107mm: 130 M-30 (incl some SP);","'84","'29.83398438","04597229108460029/layout.csv"
"919","'7","'Text 59","'120mm: 18. Plus 81mm: 285.","'85","'25.68359375","04597229108460029/layout.csv"
"920","'7","'Text 60","'SSM: 5 Lance launchers.","'86","'37.06054688","04597229108460029/layout.csv"
"921","'7","'Text 61","'ATGW: 420 Milan (325 veh-mounted), 43 Striker","'87","'41.21093750","04597229108460029/layout.csv"
