"","'Page number","'Layout","'Text","'Reading Order","'Confidence score % (Layout)","file"
"27","'1","'Text 3","'Taylor & Francis makes every effort to ensure the accuracy of all the information (the ""Content"") contained in the publications on our platform. However, Taylor & Francis, our agents, and our licensors make no representations or warranties whatsoever as to the accuracy, completeness, or suitability for any purpose of the Content. Any opinions and views expressed in this publication are the opinions and views of the authors, and are not the views of or endorsed by Taylor & Francis. The accuracy of the Content should not be relied upon and should be independently verified with primary sources of information. Taylor and Francis shall not be liable for any losses, actions, claims, proceedings, demands, costs, expenses, damages, and other liabilities whatsoever or howsoever caused arising directly or indirectly in connection with, in relation to or arising out of the use of the Content.","'6","'96.19140625","04597226108459673/layout.csv"
"28","'1","'Text 4","'This article may be used for research, teaching, and private study purposes. Any substantial or systematic reproduction, redistribution, reselling, loan, sub-licensing, systematic supply, or distribution in any form to anyone is expressly forbidden. Terms & Conditions of access and use can be found at http://www.tandfonline.com/page/ terms-and-conditions","'7","'93.31054688","04597226108459673/layout.csv"
"29","'2","'Title 2","'PART I. THE COMMUNIST POWERS","'8","'48.43750000","04597226108459673/layout.csv"
"30","'2","'Section header 2","'THE SOVIET UNION (Population 218 million)","'9","'39.42871094","04597226108459673/layout.csv"
"31","'2","'Section header 3","'General","'10","'90.38085938","04597226108459673/layout.csv"
"32","'2","'Text 5","'Throughout 1960 and the first half of 1961 the Soviet military policy followed the same course as that pursued by the United States in the mid-1950s and by Britain after 1957: an attempt was made to absorb the cost of technological development and new weapons by placing increased emphasis on nuclear fire power and reducing the amount of mobilized manpower. It was clear that the Soviet government had, at the end of 1959, reached a considered decision that their progress in missile technology, coupled with the demands of the economy, especially agriculture, for more men, justified such a policy. However, during July 1961, the Soviet government announced, in response to its own estimate of a darkening inter- national horizon, a revision of this emphasis on the deterrent effect of nuclear missiles, and has been anxious since then to make clear that it is building up the strength of virtually all its forces except surface ships. Under the law of January 15, 1960, the Soviet forces were to be reduced from 3,623,000 men to 2,423,000 men by the end of 1961, a reduction of 1,200,000 men over two years, but its suspension was announced on July 8, 1961. No official Soviet figures of the current strength of the forces has been published but it is not likely that more than 600,000 men were demobilized, principally in the ground forces. Thus the total strength of the forces in mid-1961 was about 3,000,000 men. In addition, it was announced on August 29, 1961, that the demobilization of certain categories of other ranks, whose period of military service was completed, had been suspended until the signature of a German peace treaty. When men called up in 1961 have completed their training and been absorbed into units at the end of the year, the effect of this decree (unless it is rescinded) will be to increase the size of the Soviet forces by up to 800,000 men, giving","'11","'34.59472656","04597226108459673/layout.csv"
"33","'2","'Text 6","'a total strength of perhaps 3,800,000 men - some five per cent larger than at the end of 1959.","'12","'70.65429688","04597226108459673/layout.csv"
"34","'2","'Text 7","'The Soviet military budget for 1961 (calendar year) was set at 9,255 million roubles ($10,180 million) but it was an- nounced on July 8, 1961, that it would be increased by one-third, i.e. 3,114 million roubles ($3,415 million) to 12,339 million roubles ($13,573 million). In real terms, the total size of the augmented Soviet budget is estimated to be of the order of between $20,000 and $25,000 million. It is not likely that all this one-third increase can be spent during 1961, and only part of it will be needed to meet the increased bill for man- power; this suggests that it is also intended to accelerate weapons development and production.","'13","'97.02148438","04597226108459673/layout.csv"
"35","'2","'Section header 4","'Air and Missile Power","'14","'90.72265625","04597226108459673/layout.csv"
"36","'2","'Text 8","'Soviet policy statements continue to place marked emphasis on the development of long range missiles as a deterrent to aggres- sion and a support to diplomacy. It is con- sidered possible that the Soviet Union could, if the programme had rated a high enough priority, have by now built up a force of 200 ICBMs, the original three-stage liquid- fuelled missile which has been under devel- opment since the mid-fifties. The reasons that make it doubtful if they have actually created an operational force of this size are:","'15","'98.19335938","04597226108459673/layout.csv"
"37","'2","'List 1",NA,"'16","'85.15625000","04597226108459673/layout.csv"
"38","'2","'Text 9 - Part of List 1","'(a) the difficulties of building bases for so large a missile and their strategic vulnerability:","'17","'97.36328125","04597226108459673/layout.csv"
"39","'2","'Text 10 - Part of List 1","'(b) the fact that they now have a smaller second generation ICBM under active development which is likely to be easier to conceal:","'18","'97.99804688","04597226108459673/layout.csv"
"40","'2","'Text 11 - Part of List 1","'(c) the demands of the Soviet space and other programmes upon scientific man- power:","'19","'96.19140625","04597226108459673/layout.csv"
"41","'2","'Text 12","'Consequently the present figure of opera- tional ICBMs is more likely to be in the neighbourhood of 50 than 200.","'20","'86.57226563","04597226108459673/layout.csv"
"42","'2","'Text 13","'Unlike the United States Soviet policy places considerable emphasis on conceal-","'21","'72.70507813","04597226108459673/layout.csv"
"43","'2","'Page number 1","'2","'22","'88.81835938","04597226108459673/layout.csv"
"44","'3","'Text 14","'ment of bases. Apart from the two main missile test centres near the Caspian Sea, it can be assumed only that the location of ICBM sites are influenced by the rail com- munications network.","'23","'95.75195313","04597226108459673/layout.csv"
"45","'3","'Text 15","'As far as MRBMs are concerned, the figure of 200 has been quoted in the West, and in view of Soviet concentration on MRBMs this estimate seems reasonable. Soviet state- ments allege that they exist in considerable quantities, and since there are not the same indications of a need to decelerate their build-up in order to make room for a more advanced type as with ICBMs, this is very probably the case. From their ranges and from published Soviet statements, it is reasonably clear that Soviet policy is to site them near the western, southern and eastern borders of the Soviet Union, on the Pacific coast and in Siberia, so that they cover the main bases of Western medium range air and missile power from Britain to Okinawa and Japan.","'24","'98.33984375","04597226108459673/layout.csv"
"46","'3","'Text 16","'The strategic missile forces are organized as an autonomous arm of the service, under the command of Marshal Kiril Moskalenko. In July 1961 Marshal Malinovsky, the Soviet Defence Minister, spoke of the reorganiza- tion of the Soviet forces to create tactical missile units capable of operating inde- pendently.","'25","'93.01757813","04597226108459673/layout.csv"
"47","'3","'Text 17","'In spite of their concentration on rockets and ballistic missiles, the Russians have not neglected their Air Force, which comprises some 15,000 operational aircraft, organized into five major components, namely:","'26","'96.82617188","04597226108459673/layout.csv"
"48","'3","'List 2",NA,"'27","'98.24218750","04597226108459673/layout.csv"
"49","'3","'Text 18 - Part of List 2","'(1) the long-range strategic bomber force;","'28","'96.72851563","04597226108459673/layout.csv"
"50","'3","'Text 19 - Part of List 2","'(2) the tactical, or front line, force which includes fighters and tactical bombers;","'29","'98.43750000","04597226108459673/layout.csv"
"51","'3","'Text 20 - Part of List 2","'(3) the fighter interceptor force;","'30","'97.07031250","04597226108459673/layout.csv"
"52","'3","'Text 21 - Part of List 2","'(4) the land-based fleet air arm;","'31","'97.46093750","04597226108459673/layout.csv"
"53","'3","'Text 22 - Part of List 2","'(5) the air transport force.","'32","'84.91210938","04597226108459673/layout.csv"
"54","'3","'Text 23","'The heavy bomber force has been kept at a considerably lower strength than that of the US Strategic Air Command, though the general lines of development, including stand-off bombs and missiles, are similar. On the other hand the Soviet Union has built up a very strong force of medium bombers suitable for use all over the Eurasian theatre and its coasts, and an efficient light bomber force. It seems probable that, partly","'33","'97.65625000","04597226108459673/layout.csv"
"55","'3","'Text 24","'as a result of service and industrial pressure, higher priority is being given to aircraft development than in the late fifties. The following gives some indication of Soviet strength in this field.","'34","'95.80078125","04597226108459673/layout.csv"
"56","'3","'Section header 5","'(i) Strategic Striking Power","'35","'67.23632813","04597226108459673/layout.csv"
"57","'3","'Text 25","'Missiles","'36","'67.57812500","04597226108459673/layout.csv"
"58","'3","'List 3",NA,"'37","'75.68359375","04597226108459673/layout.csv"
"59","'3","'Text 26 - Part of List 3","'(a) The principal operational ICBM is propelled by a three-stage liquid fuel engine and has an operational range of up to 8,000 miles.","'38","'86.47460938","04597226108459673/layout.csv"
"60","'3","'Text 27 - Part of List 3","'A second generation ICBM is now being developed. It is propelled by a storable liquid fuel and will probably be smaller and more accurate than its predecessor, but still more bulky than the US Minuteman.","'39","'94.28710938","04597226108459673/layout.csv"
"61","'3","'Text 28 - Part of List 3","'(b) There are two operational IRBMs. One has a range of about 1,800 miles and is propelled by a two-stage liquid fuel engine: the other has a range of about 1,000 miles, is also liquid fuelled, and can carry a 1,800 lb atomic warhead.","'40","'96.09375000","04597226108459673/layout.csv"
"62","'3","'Section header 6","'Long-range and Medium Bombers","'41","'71.53320313","04597226108459673/layout.csv"
"63","'3","'Text 29","'The Strategic Bomber Force consists mainly of the following aircraft:","'42","'94.53125000","04597226108459673/layout.csv"
"64","'3","'List 4",NA,"'43","'31.37207031","04597226108459673/layout.csv"
"65","'3","'Text 30 - Part of List 4","'(a) 70 turbo-prop Bears* (TU 20); range 7,000 miles, bomb-load 20 tons, maximum speed 550 miles per hour, now able to carry two short range air to ground missiles similar to US Hound Dog.","'44","'95.26367188","04597226108459673/layout.csv"
"66","'3","'Text 31 - Part of List 4","'120 4-jet Bisons; range 6,050 miles, bomb- load 10 tons, maximum speed 600 miles per hour, operational ceiling 50,000.","'45","'86.62109375","04597226108459673/layout.csv"
"67","'3","'Text 32 - Part of List 4","'(b) 1,000 twin-jet medium bomber Badgers (TU 16); range 3,500 miles, bomb-load 4-5 tons, speed 587 miles per hour, operational ceiling 40,000 feet. Delta-wing 4-jet Bounder (similar to but somewhat larger than the US B58), speed supersonic (probably Mach 2), range 1,650 miles; said to be capable of using grass runways; prototype displayed in 1961. New types shown at Tushino Air Show in 1961 included nine of a medium bomber, Blinder, somewhat similar to the US B58 and probably being developed for use with a longer range air to ground missile com-","'46","'28.54003906","04597226108459673/layout.csv"
"68","'3","'Footer 1","'It should be made clear that this menagerie of names for Soviet aircraft is of NATO, not Soviet, origin.","'47","'47.46093750","04597226108459673/layout.csv"
"69","'3","'Page number 2","'3","'48","'88.67187500","04597226108459673/layout.csv"
"70","'4","'Text 33","'parable to Skybolt, and capable of air refuelling.","'49","'95.11718750","04597226108459673/layout.csv"
"71","'4","'Text 34","'A small proportion of this force is based on the Kola peninsula and in Siberia, while the rest is based in western and south-west Russia. Bisons and Badgers have also been adapted as tankers for in-flight refuelling.","'50","'98.58398438","04597226108459673/layout.csv"
"72","'4","'Section header 7","'(ii) Tactical Air Power","'51","'95.50781250","04597226108459673/layout.csv"
"73","'4","'Text 35","'It is clear that the tactical bomber forces are going through a much sharper period of transition than the heavy bomber forces, with older aircraft such as the turbo-jet Beagle and possibly the twin-jet Blowlamp and Backfin, being replaced. The earlier estimate of 4,000 operational aircraft is therefore now too high. The principal tactical bombers under development had been (a) the supersonic twin-jet Blowlamp, comparable to the RAF Canberra, with a high altitude range of 745 miles and a speed of 750 miles per hour (this was not displayed at the 1961 Air Show), and the twin-jet Backfin with a speed of 800 miles per hour.","'52","'98.77929688","04597226108459673/layout.csv"
"74","'4","'Text 36","'Effort now seems to be concentrated on a new twin-jet ground attack aircraft with transonic capabilities and a wide radius of action which, like the new all-weather fighter, seems to be an improved version of Flash- is provisionally known as Flashlight B.","'53","'83.98437500","04597226108459673/layout.csv"
"75","'4","'Section header 8","'(iii) Air Defence","'54","'89.25781250","04597226108459673/layout.csv"
"76","'4","'Text 37","'The number of ground-to-air guided mis- siles and high-performance fighters for air defence has been steadily increased and an extensive early warning system is in operation. The following are details of air defence equipment:","'55","'97.85156250","04597226108459673/layout.csv"
"77","'4","'Section header 9","'Ground-to-Air Guided Missiles","'56","'73.38867188","04597226108459673/layout.csv"
"78","'4","'Text 38","'A radar-directed rocket, which is already in service and is considered to be highly effective. It is propelled by one main and one auxiliary solid fuel engine. Its slant range is 20 miles, and it rises to a height of 12 miles (60,000 feet).","'57","'96.14257813","04597226108459673/layout.csv"
"79","'4","'Text 39","'There may also be a high-altitude guided missile with radio guidance, and there is an anti-aircraft missile which has a range of 18 miles and speed over 1,500 miles per hour.","'58","'95.50781250","04597226108459673/layout.csv"
"80","'4","'Section header 10","'Fighter Planes","'59","'67.38281250","04597226108459673/layout.csv"
"81","'4","'Text 40","'It is estimated that there are about 10,000 fighter aircraft of all kinds, and that intensive development is in hand to produce types with higher ceilings and improved air-to-air weapons.","'60","'95.80078125","04597226108459673/layout.csv"
"82","'4","'Text 41","'(a) The standard all-weather interceptor of recent years, the subsonic Yak 25 Flash- light, is now obsolescent, although two improved versions, one of them redesigned as a light bomber, are still in service. How- ever a new all-weather delta-winged inter- ceptor provisionally called Flashlight C, was displayed in July 1961.","'61","'95.36132813","04597226108459673/layout.csv"
"83","'4","'Table 1",NA,"'62","'88.28125000","04597226108459673/layout.csv"
"84","'4","'Text 42","'In April 1961 the Soviet Union claimed a world height record of 110,000 feet for a delta-winged ""E 66"" which was almost cer- tainly Fishbed. (The official world record of 103,000 feet is still held by a US F102.)","'63","'87.74414063","04597226108459673/layout.csv"
"85","'4","'Section header 11","'Land Power","'64","'94.62890625","04597226108459673/layout.csv"
"86","'4","'Text 43","'No official figures of the Soviet Army have been published but with the partial arresting of demobilization and the retention of the 1961 conscripts its total size is estimated at up to 2,500,000 (an increase of 250,000 on 1960). As a result of this year's special measures it is organized in approximately 160 active line divisions (not all at full strength). An infantry division at war strength com- prises 12,000 men, an armoured division about 10,500 plus supporting artillery and anti-aircraft units.","'65","'95.89843750","04597226108459673/layout.csv"
"87","'4","'Text 44","'Most of the active divisions are armoured or mechanized.","'66","'56.88476563","04597226108459673/layout.csv"
"88","'4","'Text 45","'In East Germany there are 10 tank divisions each with 400 tanks, and 10 mech- anized divisions, each with 250 tanks. All are operational and comprise a total of over 6,000 tanks. In Hungary and Poland there are 6 divisions. It is estimated that the Soviet Union has a total mobilization","'67","'88.28125000","04597226108459673/layout.csv"
"89","'4","'Page number 3","'4","'68","'89.16015625","04597226108459673/layout.csv"
"90","'5","'Text 46","'potential of 7 million men including all types of reservists.","'69","'54.39453125","04597226108459673/layout.csv"
"91","'5","'Text 47","'The airborne forces of the Soviet Union total approximately 100,000 men formed in 9 divisions. The airborne troops are sup- ported by the transport fleet, which would enable about two divisions to be air-dropped or air-landed in any single operation.","'70","'93.16406250","04597226108459673/layout.csv"
"92","'5","'Text 48","'In recent years, the Soviet Army has undergone a major reorganization to meet conditions of atomic warfare. Many of its units have been completely re-equipped twice over in the last ten years and, thanks to the introduction of modern weapons, its fire power has been vastly increased. Though the Soviet Union has not shown as much interest as the United States in the development of very low yield nuclear weapons for tactical purposes, nuclear warheads are available for many of the missiles mentioned below. Mr Khrushchev has hinted broadly that the Soviet forces in East Germany have tactical nuclear weapons.","'71","'98.04687500","04597226108459673/layout.csv"
"93","'5","'Text 49","'Soviet Army equipment includes:","'72","'75.34179688","04597226108459673/layout.csv"
"94","'5","'Section header 12","'(i) Tanks","'73","'93.45703125","04597226108459673/layout.csv"
"95","'5","'Text 50","'The total tank strength of the Soviet Army is estimated at 20,000 front-line tanks and 15,000 second-line tanks. The new tanks which have been introduced into the Soviet armoured divisions are the T.54 medium tank, fitted with a 100 mm. gun, and the 54-ton heavy tank T.10, which mounts a 122 mm. gun.","'74","'95.70312500","04597226108459673/layout.csv"
"96","'5","'Section header 13","'(ii) Artillery","'75","'82.76367188","04597226108459673/layout.csv"
"97","'5","'Text 51","'The Soviet Army is very strong in artillery. Artillery weapons include the atomic 203 mm. cannon mounted on mobile platforms, with a range of 15 miles; and 240 mm. heavy mortars or unguided rockets with a range of 20 miles, together with many other types of mortars. Though many artillery tasks are to be performed by missiles, the Soviet Army still considers that many im- portant functions remain for rifled artillery.","'76","'97.41210938","04597226108459673/layout.csv"
"98","'5","'Section header 14","'(iii) Missiles","'77","'92.28515625","04597226108459673/layout.csv"
"99","'5","'Text 52","'An improved version of the German V2 ballistic rocket is the standard equipment of","'78","'97.02148438","04597226108459673/layout.csv"
"100","'5","'Text 53","'the tactical units. Propelled by one liquid fuel engine, it has a range of 450 miles. It can be fired from a mobile ramp, is radio guided and can carry a nuclear warhead. There is a solid fuel ballistic missile with a range of 50 miles, which may be obsolete, and two smaller versions, carried on self- propelled launchers with ranges from 10 to 15 miles (equivalent to US Honest John). There is also a truck-launched missile with a range of 50 miles, which fires an HE warhead. A range of anti-tank missiles has also been developed.","'79","'25.53710938","04597226108459673/layout.csv"
"101","'5","'Section header 15","'Sea Power","'80","'96.19140625","04597226108459673/layout.csv"
"102","'5","'Text 54","'The Soviet Navy, which is manned by about 500,000 officers and men, has increased from a total tonnage in 1940 of 600,000 to 1,600,000 tons today, which makes it the most powerful fleet in the world after the United States (4 million tons).","'81","'96.58203125","04597226108459673/layout.csv"
"103","'5","'Section header 16","'(i) Submarines","'82","'93.21289063","04597226108459673/layout.csv"
"104","'5","'Text 55","'The main strength of the Soviet Navy lies in the submarine fleet.","'83","'52.53906250","04597226108459673/layout.csv"
"105","'5","'Text 56","'The submarine force is generally estimated to comprise at least 430 units, of which 85 are based in the Baltic, 65 in the Black Sea, 140 in the Arctic, 120 in the Far East. Eight formerly based in the Mediterranean, on the Albanian ports of Durazzo and Valona, have been withdrawn. It is expected that in the foreseeable future, 75 per cent of the submarine fleet will con- sist of ocean-going craft of which a propor- tion will be atomic powered. At the moment, Russia has 6 atomic powered submarines in various stages of construction of which one or two may be at sea. The following are details of the conven- tionally powered submarine fleet: The F class is about 300 feet long, has a displacement of 2,000 tons, and a large radius of action. At least 10 of these are in service. The G class is 310 feet long and has a submerged displacement of 2,700 tons. It has a very large conning tower for the vertical launching of an unknown number of missiles which are fired when on the surface.","'84","'30.85937500","04597226108459673/layout.csv"
"106","'5","'Footer 2","'2A","'85","'82.37304688","04597226108459673/layout.csv"
"107","'5","'Page number 4","'5","'86","'89.30664063","04597226108459673/layout.csv"
"108","'6","'Text 57","'The W class is 245 feet long with a 1,050 tons displacement. It has a speed of 16 knots on the surface and 13 knots submerged, and a radius of action of 10,000 miles. There are about 130 of these in service. The Z class is 290 feet long with a sub- merged displacement of 2,600 tons. It is capable of 20 knots on the surface and 13 knots submerged, with a radius in excess of 20,000 miles. There are at least 20 of these in service. A small number have been con- verted to fire missiles, probably in a manner similar to the G class. They are stationed principally in the Baltic and the Far East. The K and Q type, which were built between 1945 and 1955, are medium range vessels; their radius of action is about 7,000 miles and their displacement varies from 1,400 to 680 tons.","'87","'27.83203125","04597226108459673/layout.csv"
"109","'6","'Text 58","'The surface ships of the Soviet Navy consist of : Cruisers 25 Destroyers 130 Other vessels 2,500 (There are also a number of disguised trawlers used for radar and recon- naissance purposes.) These are distributed more or less equally between the Baltic, Black Sea, Northern and Pacific fleets.","'88","'27.12402344","04597226108459673/layout.csv"
"110","'6","'Table 2",NA,"'89","'39.89257813","04597226108459673/layout.csv"
"111","'6","'Text 59","'The cruisers are of three different types:","'90","'50.87890625","04597226108459673/layout.csv"
"112","'6","'List 5",NA,"'91","'74.16992188","04597226108459673/layout.csv"
"113","'6","'Text 60 - Part of List 5","'(a) 17 Sverdlov, launched between 1951 and 1957, displacement 15,500 tons, speed 34 knots, armament 12 152 mm. guns and 32 anti-aircraft guns;","'92","'77.24609375","04597226108459673/layout.csv"
"114","'6","'Text 61 - Part of List 5","'(b) 5 Chapayev class, completed between 1948 and 1951, of 11,500 tons displacement, with the same speed and armament as the Sverdlov;","'93","'84.08203125","04597226108459673/layout.csv"
"115","'6","'Text 62 - Part of List 5","'(c) 6 Kirov and Gorki class, launched between 1936 and 1945, displacement 8,500 tons, speed 30 knots, armament 9 180 mm. guns and 20 anti-aircraft guns.","'94","'73.87695313","04597226108459673/layout.csv"
"116","'6","'Text 63","'Four or more almost completed Sverdlov cruisers appear to have been scrapped.","'95","'50.87890625","04597226108459673/layout.csv"
"117","'6","'Text 64","'Their displacement varies from 1,000 to 2,700 tons, and their speed from 28 to 38 knots.","'96","'85.30273438","04597226108459673/layout.csv"
"118","'6","'Text 65","'The greater part of the destroyers are modern, having been constructed since 1950, and some are fitted with guided missiles.","'97","'68.40820313","04597226108459673/layout.csv"
"119","'6","'Section header 17","'(iii) Fleet Air Arm","'98","'56.20117188","04597226108459673/layout.csv"
"120","'6","'Text 66","'There are no aircraft carriers in the Soviet Navy, but there is a land-based Fleet Air Arm which now appears to be getting a lower priority than formerly. It consists mainly of:","'99","'93.50585938","04597226108459673/layout.csv"
"121","'6","'List 6",NA,"'100","'57.27539063","04597226108459673/layout.csv"
"122","'6","'Text 67 - Part of List 6","'(a) the torpedo-carrying IL 28 Beagle and TU 14 Bosun with ranges of 1,500-1,800 miles;","'101","'92.87109375","04597226108459673/layout.csv"
"123","'6","'Text 68 - Part of List 6","'(b) the TU 16 Badger - range of 3,500 miles.","'102","'88.08593750","04597226108459673/layout.csv"
"124","'6","'Section header 18","'(ii) Surface Ships","'103","'68.70117188","04597226108459673/layout.csv"
"125","'6","'Text 69","'A new twin-jet swept-wing flying boat and an anti-submarine turbine helicopter with a short range missile were displayed in 1961.","'104","'88.81835938","04597226108459673/layout.csv"
"126","'6","'Section header 19","'(iv) Sea-to-ground Missiles","'105","'77.24609375","04597226108459673/layout.csv"
"127","'6","'Section header 20","'THE WARSAW PACT NATIONS","'106","'84.71679688","04597226108459673/layout.csv"
"128","'6","'Text 70","'There are believed to be two types. One has a range of about 100 miles and the other of about 400 miles. The 100 miles range missile is believed to be solid fuelled and can be fired either from a surface craft or a surfaced submarine. The 400-mile missile is designed for submarines but can only be fired from the surface.","'107","'90.52734375","04597226108459673/layout.csv"
"129","'6","'Text 71","'Soviet claims to have an equivalent of the Polaris missile, which can be fired from a submerged submarine, are misleading.","'108","'72.41210938","04597226108459673/layout.csv"
"130","'6","'Text 72","'It is estimated that the seven Soviet satellites can muster about 68 regular divisions, mainly of the conventional type. These satellites' armed forces represent a total of about 990,300 men under arms (a significant in- crease over 1960), and in addition there are about 360,000 men in paramalitary forma- tions.","'109","'93.70117188","04597226108459673/layout.csv"
"131","'6","'Text 73","'The following are the estimated strength of their armed forces with their total popu- lation in brackets:","'110","'83.30078125","04597226108459673/layout.csv"
"132","'6","'Table 3",NA,"'111","'46.38671875","04597226108459673/layout.csv"
"133","'6","'Page number 5","'6","'112","'87.15820313","04597226108459673/layout.csv"
"134","'1","'Header 1","'This article was downloaded by: [University of Leeds] On: 16 November 2014, At: 07:32 Publisher: Routledge Informa Ltd Registered in England and Wales Registered Number: 1072954 Registered office: Mortimer House, 37-41 Mortimer Street, London W1T 3JH, UK","'0","'86.13281250","04597226108459674/layout.csv"
"135","'1","'Figure 1",NA,"'1","'89.50195313","04597226108459674/layout.csv"
"136","'1","'Title 1","'The Military Balance","'2","'37.93945313","04597226108459674/layout.csv"
"137","'1","'Text 1","'Publication details, including instructions for authors and subscription information: http://www.tandfonline.com/loi/tmib20","'3","'38.86718750","04597226108459674/layout.csv"
"138","'1","'Header 2","'The Warsaw pact nations Published online: 22 Jan 2009.","'4","'46.67968750","04597226108459674/layout.csv"
"139","'1","'Text 2","'To cite this article: (1961) The Warsaw pact nations, The Military Balance, 61:1, 6-7, DOI: 10.1080/04597226108459674 To link to this article: http://dx.doi.org/10.1080/04597226108459674","'5","'94.72656250","04597226108459674/layout.csv"
"140","'1","'Section header 1","'PLEASE SCROLL DOWN FOR ARTICLE","'6","'82.03125000","04597226108459674/layout.csv"
